designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 4252350264046524288",4252350264046524288,282.04378134095185,-7.0869229568024545,0.3596550207692289,-2.2885804081439884,-7.285641567052856,0.98119134,19.924957,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4252331469322059264",4252331469322059264,281.46544164456145,-7.2393977742210085,,,,,20.254356,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4252350264046524416",4252350264046524416,282.04420641528424,-7.086921671688244,0.6435879344366264,-0.6636365522610441,-1.061888492524484,1.0112814,19.47664,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4252331469322059392",4252331469322059392,281.46513434578304,-7.23387321681505,,,,,19.482256,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265261313642521344",4265261313642521344,283.04440431118456,-1.4348725920593615,2.5190012082239206,-2.2422948292906746,-5.376951267053239,1.0904046,20.533821,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4252741861954463488",4252741861954463488,280.19881041989703,-7.292877609027628,-0.2279257571287746,0.6547998376402473,2.091028007074966,0.91228056,19.511744,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4252774675517035776",4252774675517035776,280.4712154699895,-7.09404646806348,0.2486131569164784,-0.5519238299839025,-1.773409809853646,1.0085713,18.697155,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4252782646985861888",4252782646985861888,280.75278897816185,-6.873379915238622,0.27075772789074365,-3.174243759692996,-1.1800784767116792,0.98249906,17.24165,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4252782646987398656",4252782646987398656,280.75615664216366,-6.878864179560084,,,,,19.989208,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4252782646987400320",4252782646987400320,280.7557485351789,-6.876787715528371,1.9943125357418654,-3.903058377349767,-4.935645321160175,1.1331228,19.628603,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4252782646987406848",4252782646987406848,280.75538948300965,-6.871168611964758,,,,,19.682909,1.6024895,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4252386685285793664",4252386685285793664,282.7265834951223,-7.03026210190062,0.437192038365993,-1.6708543782867065,-4.873526291255789,1.1338524,19.559992,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4106895973822119680",4106895973822119680,282.3286529045309,-11.07775320016007,-0.37703811499959355,0.6381203960042003,-2.6393050749190206,1.2645336,19.244865,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4106868967051411584",4106868967051411584,281.93966389837385,-11.16472847279934,0.540087984676701,4.3762484941061714,-2.2756892824090067,0.9649736,20.152437,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4106897107695308032",4106897107695308032,282.2919324958279,-11.027946834146634,0.0027545292496495913,-0.3442382925330224,-6.511710937875245,0.9901674,20.49172,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4106912913177753984",4106912913177753984,282.4978344130772,-10.71451069218987,-0.14353243276319705,5.480202456896828,-2.24660963014072,0.98921424,18.528074,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4106912913177764864",4106912913177764864,282.4947534173664,-10.716727083168205,,,,,20.691515,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4106925214025564928",4106925214025564928,282.4557249148205,-10.648859491472223,0.42830402101762816,-0.3799294918858185,-4.974097455805858,1.0300016,18.709717,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264947987216232704",4264947987216232704,284.503920367811,-1.915755891330168,0.1258033055273643,-3.11637050902364,-5.898334563939564,0.97860783,16.016968,5.1406794,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4264914039736986496",4264914039736986496,284.0380381839024,-2.227072535285434,0.12610654023229975,-2.7255438594425394,-6.122419119543632,0.9047422,18.79068,3.440012,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264914039736993408",4264914039736993408,284.0378856188564,-2.226490570720482,0.24862008733605,0.9034407193142636,3.859563010304304,1.0584533,18.974792,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264992276887438848",4264992276887438848,283.97958542829133,-1.7437398634596484,-1.6736054755725724,-4.278222177331042,-5.237970866452308,1.045333,20.548326,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264992276887438976",4264992276887438976,283.9794708975944,-1.7433754936983272,-1.3515591907052185,-2.8280908976742842,-4.923159945632185,1.015237,20.44962,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264992276887446016",4264992276887446016,283.974697802876,-1.7465214184521907,,,,,20.831139,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264992276887446144",4264992276887446144,283.97473856057644,-1.7468853343883255,0.19011026108478213,-2.588439256830993,-8.353283624111857,1.0589188,19.408781,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264920873028580864",4264920873028580864,284.36407999769636,-2.072733610022109,0.12900904817298717,-2.1490442883029055,-4.609041425574998,1.0411285,17.08309,1.9185028,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4264930017018264960",4264930017018264960,283.91414782541693,-2.1006952097503118,-0.16762553478791525,-2.5820489551899968,-6.556643147471574,0.9258874,18.083864,3.2044754,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4265005986427087104",4265005986427087104,283.6901979505223,-1.7475733133418052,0.7424588652199395,-3.6702336648204317,-5.434958537685629,1.061149,20.461044,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007807492246528",4265007807492246528,283.799175467766,-1.711722270310783,0.22501327051126982,-5.780890280317835,-9.752908205341736,0.9356981,19.185644,2.6133423,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781958420864",4264966781958420864,284.20395149142615,-1.7932458792052948,,,,,20.80661,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966953743186560",4264966953743186560,284.164038805364,-1.7832893839923227,,,,,20.658089,3.2614307,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307859968",4264966816307859968,284.21571947669025,-1.7797912686889332,1.2279184410586916,-9.990932113705142,-13.024395994515656,1.0444185,19.804026,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466368768",4264967022466368768,284.21071246820463,-1.7741306432204418,,,,,20.255749,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966885070872960",4264966885070872960,284.1819187641262,-1.7967351586882427,1.1978568868142834,-2.356607915318937,-5.218642314206233,1.1023961,20.648617,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466368896",4264967022466368896,284.2105676417877,-1.7745903110569858,0.7553839106643154,0.9206681721997859,-5.35036026427352,1.0887235,19.642313,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781958422016",4264966781958422016,284.20639132781764,-1.79324666737831,,,,,20.365307,2.2985191,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228399360",4264966713228399360,284.21995814997155,-1.8056153150323795,,,,,20.8909,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228399488",4264966713228399488,284.2198333362651,-1.8053783863785309,,,,,20.365288,2.4975471,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228400640",4264966713228400640,284.22126716775614,-1.8040795913974685,3.897261578939121,-0.6027044524685194,-6.64179989288664,1.1987245,20.533228,1.8268261,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228401024",4264966713228401024,284.22473018234007,-1.8010521735900369,1.429960148371675,-0.043766850407663156,-7.414931106403833,1.0172613,19.990644,2.0898209,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228404864",4264966713228404864,284.2181457255279,-1.8061908622401794,-0.20616293177149142,1.0206284698450405,-2.282300407939924,1.0340675,19.986744,2.1864967,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228405248",4264966713228405248,284.22534894929873,-1.8000093499944834,0.6718460559585032,-1.5633152281202598,-3.744536642341524,2.0503476,16.438679,1.7745323,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5072.0693,4.3424,-1.5829,881.806,1.5734,1.2124,0.6672
"Gaia DR3 4264966713228411776",4264966713228411776,284.21934563532363,-1.804268551942288,,,,,20.846779,1.7051353,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228413696",4264966713228413696,284.222470631871,-1.8014398640910667,2.950315544026237,-1.5212526440936875,-5.8625565435464955,1.1100799,20.559107,1.653822,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228417024",4264966713228417024,284.2238351080823,-1.799411858446744,-0.4997920711446169,-2.48838012984598,-6.221528289512745,1.0592189,20.208906,2.0980072,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228417280",4264966713228417280,284.22387687715474,-1.7999591908437358,0.16295373809332003,-8.843691557381408,-12.520572445069595,1.03604,20.238092,2.7052174,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228422144",4264966713228422144,284.2249119396249,-1.7984707496309504,0.12731971378413381,-4.494770292094457,2.0789571317138322,1.0001947,19.910957,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228423040",4264966713228423040,284.2226413587129,-1.8002925269970118,-0.17876791426477295,-2.549486753073454,-4.760808591089125,1.0428318,19.676857,2.1949139,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228424832",4264966713228424832,284.22400312812596,-1.7988988691221512,,,,,20.758324,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228427008",4264966713228427008,284.216993741107,-1.8046114282309937,0.01476604203787367,-2.8565489614913866,-7.158763839084346,1.0680988,20.53222,2.075758,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228429440",4264966713228429440,284.2177555915084,-1.8037142815855622,-0.5696496584300983,-1.6285841803448593,-9.005634863172325,1.1018153,19.642202,2.383587,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228430208",4264966713228430208,284.2190997743764,-1.8024287496513234,0.6965979494909432,-1.0667597056006335,-5.583081056058789,1.3344053,20.48363,2.0555782,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228433536",4264966713228433536,284.2141707197748,-1.8063690714595708,,,,,20.549398,2.226572,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228438144",4264966713228438144,284.2196392794441,-1.8010568858890335,0.4699518849680582,-2.4619988614502564,-0.4799467970518625,0.9812667,18.821095,2.9786377,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228439424",4264966713228439424,284.2185262730105,-1.8019253148590266,,,,,20.78252,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228439552",4264966713228439552,284.2138760535936,-1.8058818367590839,1.3419792999148525,-2.0229862796089657,-5.90567279301488,1.0360538,20.146662,2.7263584,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228439936",4264966713228439936,284.2154874978681,-1.8044580555361958,0.42310498627207344,-1.5279895067935396,-5.084610270733122,1.0318596,18.148676,1.8853207,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4264966713228446848",4264966713228446848,284.2132822139348,-1.8056246230569106,0.4747090239027514,-3.0995735633375654,-6.499926581803398,3.0277147,18.378372,2.529274,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228447872",4264966713228447872,284.2141441896307,-1.8047759342888752,0.23055612531829583,0.6936723159751693,-3.1067155641929687,0.94429266,19.927666,2.1892338,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228448896",4264966713228448896,284.2195823862324,-1.8001020943066508,,,,,20.416912,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228449024",4264966713228449024,284.219278763175,-1.800305129931862,0.13784031971770455,0.3259330574318,-1.8399395167752932,0.9493383,18.95922,2.142231,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228449664",4264966713228449664,284.2134918890461,-1.8051166482073697,-0.5660370309470214,-2.3616564862843474,-6.569620523744289,1.1298065,19.23392,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228450048",4264966713228450048,284.22064030604065,-1.7990495234320947,2.139065055744265,-4.72263034257999,-4.755369242794504,1.0755184,20.250774,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228452992",4264966713228452992,284.22136232257674,-1.7979584090922793,-0.03045974496756148,-1.7936769292837738,-7.235759586228106,0.9713516,19.871891,2.2994938,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228455936",4264966713228455936,284.2176198069214,-1.8008349491259221,0.9624554563312333,-1.144551299182093,0.3427496419435349,0.9798327,18.95385,2.3066216,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3581.4275,4.7187,-0.8474,554.6893,0.8342,0.5697,0.3185
"Gaia DR3 4264966713228466688",4264966713228466688,284.2208945362941,-1.7965811154380653,0.12359317222237533,-1.1224411883481529,-2.6876945921553856,0.8960298,19.916689,2.0565243,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228468736",4264966713228468736,284.21990649343616,-1.797242525553904,0.3844303397613617,-2.6064045441692025,-8.322157974222842,0.9556514,20.091808,2.2820454,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228476928",4264966713228476928,284.2124284917846,-1.8024847980489411,-0.04625506514754146,-2.494543792493762,-6.382223298206689,0.94559544,19.384998,2.1718464,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228479232",4264966713228479232,284.21794943067937,-1.7976817697452743,2.159688473908815,-1.6453064429792625,-4.674497342001463,1.0436102,19.924189,2.0803356,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228482176",4264966713228482176,284.21877312146097,-1.7966400852184765,0.4782440821276333,-0.6634252772835768,-1.9144514246557673,1.0707428,18.948683,2.0391388,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3631.352,4.8331,-0.7937,685.6549,0.3918,0.2719,0.1504
"Gaia DR3 4264966713228488960",4264966713228488960,284.2187342322634,-1.7958214907768826,-0.5605454921558277,-2.190632400361538,-4.217697502658196,0.8880468,20.337976,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228489216",4264966713228489216,284.20970733262453,-1.8034062639451434,0.9540197820144218,-3.983512573149382,-6.013913468566936,1.0203278,19.777264,1.9584866,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228491776",4264966713228491776,284.2181173426391,-1.7958991419114325,0.4707890867402794,2.9897924489995087,-1.0285340049393896,1.0374293,19.256372,1.8687134,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228495872",4264966713228495872,284.2120975079578,-1.800630194387326,0.978546109710438,-2.0345298582202775,-2.5221372525541335,1.0144216,19.294594,2.1352139,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228496384",4264966713228496384,284.21146871014395,-1.8011221602017737,0.16602615164749387,-2.3434494103559333,-5.815553354873562,0.9441223,19.922785,2.4250069,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228498944",4264966713228498944,284.2173545402734,-1.795837009971897,-1.7916194482726417,-0.6544169884756419,-5.045366544903556,1.1160846,20.201962,2.143526,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228503296",4264966713228503296,284.214764968028,-1.7977249424777089,-0.7085413119010426,2.290255436307899,-7.774968540655703,0.98831123,20.008982,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228503936",4264966713228503936,284.21396126869826,-1.7983606679275763,0.5508820100246651,-0.7806987076107662,-4.545208658585342,0.91786456,20.410091,2.6572495,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228508416",4264966713228508416,284.218936255826,-1.7935712876012146,0.17548039300047125,-3.599252714958277,-5.212195453138502,1.0270483,19.521706,2.3241673,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228508800",4264966713228508800,284.21640116611485,-1.7955983485022684,-0.2655225827313829,-1.4611859912087184,-4.688525676885284,0.93560916,20.225607,1.9538364,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228512384",4264966713228512384,284.21261413481403,-1.7983531908710584,1.1039192483911662,-4.91959775164846,-3.451923366063199,1.1010202,20.328232,1.0915394,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228512512",4264966713228512512,284.20910364034523,-1.8013280771618885,-0.10543636168100098,-3.4315094862122537,-4.680418640070178,0.8279798,20.1629,1.592907,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228513920",4264966713228513920,284.2144585817099,-1.796582060991352,0.5615583725182846,-2.5054605543921378,-5.738912895722912,1.0263691,19.88329,2.3355522,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228516352",4264966713228516352,284.2093589864045,-1.8005982167994155,,,,,20.616661,1.8530903,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228516992",4264966713228516992,284.21642285536444,-1.79451575050936,,,,,20.660362,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228520576",4264966713228520576,284.2177721939439,-1.7930606499932122,-0.20653645533533127,-4.018743241664283,-8.573229454907386,0.9473167,20.229034,2.4566517,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228521216",4264966713228521216,284.215857070862,-1.7944547360113678,1.0040774919488686,-2.9703574959027996,-1.3254701620512785,1.1270194,20.666859,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228521984",4264966713228521984,284.2164251295762,-1.7937582652207904,-0.4944428607450997,-2.069990908681185,-6.014253975540988,0.969656,19.268976,2.3742085,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228525056",4264966713228525056,284.20882881661066,-1.7998935631665387,0.8804990122142878,-2.258647763033305,-3.1404651054357533,1.2002202,20.564295,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966713228528000",4264966713228528000,284.21550066437453,-1.7937961500162933,1.107538473159326,-0.04212983012790539,0.21469898815974167,0.9931408,20.267342,2.220583,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
